Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Calories Burn
52.48979435,42,2,33,163,18.58828878,393.4162375
71.74897319,24,1,60,180,28.64158303,394.6466637
94.61001335,35,1,30,141,22.85568356,448.9890478
89.12221691,52,2,40,148,24.98788943,294.8943727
77.30061187,26,1,43,161,21.58360173,242.1204422
79.2412128,57,1,30,102,26.46304254,316.7751956
71.05303667,58,1,49,103,21.78611507,456.1464331
69.31117428,41,1,43,102,27.69257863,287.7794309
93.74093649,32,2,58,156,27.95420317,394.6624923
60.5102221,31,1,44,130,31.42791664,326.6496157
69.7299603,31,2,30,105,21.11485487,420.3930988
78.20934931,55,2,47,141,21.62655191,271.7899037
91.30017093,26,2,56,129,28.07262927,225.2806299
94.30706229,48,1,31,111,29.08839849,421.3748791
83.06983563,40,1,53,115,26.03801803,403.9875752
91.51107501,39,2,60,171,29.34823962,247.5608078
99.84345975,37,2,48,118,22.50830759,158.1282137
102.0561316,26,1,54,153,32.09424083,279.5669214
84.19846056,51,1,21,167,21.75875513,441.9724439
80.1532844,24,1,46,103,30.43215475,319.0717729
55.98196881,19,2,21,178,19.0688389,319.39988
59.61660909,21,1,54,128,27.76311676,361.5582944
81.24148404,56,2,36,150,20.41007613,339.6366481
63.56491265,18,1,29,130,19.24520096,235.4808427
70.0459141,32,1,56,123,29.3886527,391.5811095
80.25117334,26,2,37,126,28.74107321,382.372194
78.80469009,59,1,54,155,18.73748658,384.06278
89.18733918,21,2,36,133,28.93701971,181.2059271
66.17011689,21,2,39,179,20.4190567,238.5998222
91.16441469,49,2,58,148,30.91538369,497.0456839
92.79470902,36,1,43,136,27.63380046,498.4577708
96.36381065,20,2,33,172,32.29393205,294.440263
60.27403534,58,1,45,141,30.1785347,330.9421326
85.7180324,26,1,37,151,26.4892558,107.7136678
91.09101955,37,2,57,177,34.66990615,471.8994996
85.37682433,37,2,26,167,27.51228182,139.1077441
91.91352601,41,2,60,106,25.29186222,335.4736826
61.76751465,60,1,46,154,21.20417245,151.4155948
90.99579389,31,1,32,126,20.1713009,439.9784185
63.84292053,48,1,59,128,31.46774584,163.4166723
79.64332816,58,2,36,172,23.4838057,112.7552538
92.63005671,58,2,30,104,27.32177516,343.1199338
62.46149413,40,2,41,171,23.8444923,324.9529154
74.96593585,30,2,51,140,30.22946019,430.9450318
63.07784498,40,2,38,125,25.69899598,345.3533659
65.0413646,58,2,54,180,33.75508169,137.3134379
71.76905998,46,2,58,155,21.82198906,273.0937939
71.46668846,19,1,43,150,19.60143243,447.8187079
91.30877413,49,1,27,121,22.40255916,408.9451354
55.07973291,18,2,21,102,29.63558411,198.6155539
92.78912961,31,1,33,101,19.59853005,106.4433503
76.46196014,18,2,32,124,33.1950318,358.8635623
86.00654242,60,1,23,148,34.3947091,230.099707
68.51564907,22,1,59,101,19.06591063,401.108823
80.35438797,21,2,33,172,22.52752152,384.2900691
68.98980012,38,1,37,146,31.19644227,487.7338401
74.82449979,21,1,52,129,22.09681246,342.7167344
93.10136225,21,1,58,152,24.8687511,104.6120676
80.83411556,51,1,21,107,23.25731976,115.9977643
72.34243772,58,2,43,156,18.56066334,300.5238837
77.32816258,59,1,35,151,20.70919897,129.7952511
67.19348408,20,2,46,147,28.81284933,392.2326512
78.80257723,53,1,21,150,23.00361571,237.662261
90.55435328,21,1,47,125,25.48535168,419.6214492
77.09684081,27,1,24,130,22.56657124,457.9121574
53.58449352,54,1,44,133,22.06641402,377.6529715
70.04772681,39,1,22,129,21.47072607,102.2668473
99.1269746,42,1,59,126,21.93152845,406.1172486
82.42956268,28,2,43,147,27.93120678,364.3410368
59.58618568,50,1,38,153,19.88390583,441.0884399
52.29681481,29,1,37,135,20.54155838,131.4575318
68.75123384,26,2,59,168,32.9772517,252.9407761
49.2653927,28,2,45,110,24.67906223,291.5200879
50.02107892,57,1,40,139,33.30809063,443.5856836
89.3278228,19,2,44,145,32.89638656,271.9367173
66.32100031,27,1,23,132,27.50828156,459.3660114
90.89947909,27,2,40,124,27.39884697,329.204378
87.49970243,52,2,20,114,33.41364725,233.2531915
51.41301861,33,2,27,152,34.32560496,196.2587191
82.06509275,37,1,22,160,29.25586606,248.9448197
62.26845357,27,2,23,104,22.51498621,246.0202278
81.59703527,49,1,43,157,29.04480212,252.3388988
82.08775935,40,2,39,126,27.19598862,446.3133391
72.41222923,54,2,50,119,22.1859908,296.9068842
75.98180486,49,2,26,112,22.83994622,126.6017619
76.61585344,47,1,60,158,28.08794663,361.1681421
82.11472351,18,1,30,119,23.91238966,323.0812155
71.54805326,32,1,52,153,32.97564179,469.0207909
100.2129667,37,2,23,148,26.39405656,200.0076719
84.0890488,21,1,43,104,24.57211571,350.0802575
57.77895327,47,1,36,157,29.66816308,178.690855
66.66460289,28,2,27,117,33.4851568,431.4895428
88.75571394,25,2,55,156,21.63796084,218.439501
68.34598977,35,2,56,162,34.02540519,444.6992823
93.17778628,18,1,30,110,20.33105241,106.8609422
52.11734496,35,2,46,166,27.82311916,112.884562
96.93232669,52,2,24,163,29.2672848,176.3188783
64.38638292,34,2,26,158,34.50563981,192.0501081
67.8226281,38,2,21,116,28.17431063,207.6140187
57.23538062,22,1,35,128,27.02250612,438.6701013
84.62566546,24,2,25,156,32.08714909,245.6629278
95.99316215,27,1,53,129,27.22334539,266.3556427
56.41532626,18,1,51,153,33.86084972,320.5548485
62.93349247,33,2,45,143,31.64764776,472.5085347
88.76687023,36,1,54,137,29.99401277,379.3709879
93.15272647,31,2,46,121,19.1025014,395.7734863
50.12081178,56,2,57,114,21.84901231,381.6374674
90.49282803,35,2,54,153,19.79930886,335.3222781
62.19530125,49,1,44,167,31.48791704,104.1221235
82.03882649,44,1,43,179,23.86278992,346.7771755
55.87864818,37,1,51,170,29.71978666,114.2043064
67.08636583,40,2,29,114,25.12305399,220.1928779
96.97753976,23,1,55,172,32.01457003,156.0659293
98.48234984,37,2,49,128,33.87590092,240.6076274
87.14138793,51,2,44,161,34.14425415,377.2350325
78.49182906,57,2,24,118,30.82362343,491.1746602
97.88483551,44,2,39,138,21.38294233,431.3392589
94.80011558,33,1,51,117,30.82953135,212.7413003
90.2389459,53,2,54,100,31.61060272,166.7148509
101.7096735,52,1,45,124,22.24872931,270.9748143
89.571121,19,1,35,146,33.21431804,434.8070411
64.71027401,45,2,41,135,25.39183359,291.7868938
100.3705747,20,2,25,170,27.54839982,299.9417953
95.17890279,43,2,48,158,25.60047584,405.6150029
81.46679323,59,1,35,135,20.21446015,362.312734
47.47120471,32,2,21,163,28.31827082,474.1942523
100.4104576,25,1,53,166,19.62559444,222.7406397
73.90294643,22,1,58,116,20.81564035,122.6847362
86.45546931,47,2,48,167,24.3232377,187.366311
84.81647311,46,2,51,147,26.64318959,426.5802837
92.89338201,53,2,43,100,31.15888869,157.3966439
82.34602518,58,1,31,155,33.76541034,146.8491242
78.03340967,52,2,49,121,26.27883251,483.4970362
82.25134384,55,1,39,114,26.70361877,323.8020372
64.60269706,49,2,48,139,34.17470674,206.5555646
102.7605996,43,1,53,152,21.88943148,428.929958
91.12647011,19,1,41,111,33.46536016,483.2205114
55.24933072,58,2,36,100,22.36818768,404.9578894
71.56502218,55,1,37,116,33.79744993,436.3997483
62.66558481,48,1,24,110,18.5839645,225.3807456
56.71651784,47,2,46,137,33.8182362,290.4645595
55.0441911,59,1,25,180,29.88295429,165.7767754
56.58438054,49,2,55,117,22.3131664,200.4329559
72.69334681,59,1,47,119,21.40269149,296.4392173
49.2225394,36,1,49,112,30.40374846,440.6768885
100.5866524,57,1,27,137,20.95922439,224.6055449
61.37371128,50,1,30,152,23.12931737,476.784066
88.80061645,58,1,43,140,22.9389536,351.641693
90.67678598,32,2,34,162,34.60376331,452.9872239
95.76955949,36,1,40,154,34.9957331,404.2296632
93.02609599,52,1,46,120,26.53494224,397.0595311
68.3000872,59,2,22,100,34.10714505,146.6437589
84.6790704,53,1,21,177,28.60088254,224.5541446
72.65921567,45,1,50,160,28.20654557,483.5695605
55.78997996,34,2,60,151,34.98571687,254.4716117
61.53698524,28,1,24,123,19.88800835,137.380076
102.9782737,43,1,22,151,28.66587115,118.1771261
85.7619724,37,2,42,173,18.84729542,156.5661429
69.40154407,31,2,43,178,21.12553756,446.0741014
81.60575188,19,1,30,115,19.12327793,399.9880015
75.33957928,21,1,25,151,21.20862949,198.2736314
75.31085864,59,2,58,149,34.40130529,439.2958244
75.19700458,46,1,44,159,19.59179372,305.3195624
94.02309589,23,1,45,101,20.88016164,427.8276249
93.93088634,25,1,39,157,27.62965864,412.0852992
51.77966327,18,2,46,167,33.55067313,366.9700625
62.20211941,35,1,47,161,22.94788864,153.3072065
87.60939677,35,2,57,146,29.39314541,139.7260242
75.999194,40,1,57,140,27.39874955,439.1421004
90.29944033,45,1,27,128,26.51384199,420.5033108
56.43678198,54,1,47,167,29.56815066,490.6313723
55.63350563,26,1,43,124,28.17528081,223.310943
67.75029447,31,1,56,127,31.85814656,121.8009446
74.72794253,55,2,55,106,21.53606707,124.0101235
50.49596945,45,1,36,173,19.7838343,460.7324491
55.2323656,59,2,30,170,19.66335311,231.3667893
76.76334112,33,1,56,123,24.20344732,338.9693345
54.41119747,37,1,47,160,22.87054684,313.1536006
55.52387133,53,2,57,124,20.21565605,245.0932438
96.36457188,52,2,35,168,20.68000992,310.7992823
67.58421809,37,2,45,163,18.63776193,435.3131376
67.08841357,41,1,26,102,27.19801817,440.6746367
76.99854278,41,2,49,104,24.49329931,355.5510692
57.63119385,57,2,33,105,26.55712154,128.2299933
95.10355469,36,2,42,179,33.91802467,150.7349746
80.61384641,20,2,44,157,25.89631384,487.4895148
59.27646748,20,2,43,144,23.73224603,345.5096707
55.47877644,43,1,47,129,32.03957651,165.6246853
54.58956026,32,2,42,122,34.99663922,295.7867187
66.6959261,36,2,52,110,21.55539129,164.5703349
75.37599195,30,2,25,139,29.9220998,202.2759224
49.24394517,50,2,21,136,26.25121709,141.914329
95.66982226,20,1,43,103,24.83308985,364.4688538
50.91374661,32,2,29,176,30.499886,168.5506472
65.47225836,39,2,39,113,25.2718249,368.0177024
77.73383578,57,1,36,115,19.91949084,308.0039912
95.23066175,19,2,58,148,33.92163942,310.270577
57.33570352,53,2,48,172,29.20340682,313.9096966
72.28899665,43,2,22,137,27.49186328,123.4365622
99.59644199,20,2,53,167,23.8542231,420.6369734
95.85150615,32,1,48,132,26.33741437,168.4553504
101.2440053,34,2,36,100,24.72864049,403.6966285
86.31350081,30,2,52,121,19.66817764,219.9415185
67.82654446,26,2,51,180,25.22164974,289.9219715
82.89063802,43,2,40,164,20.29201348,324.0535777
75.14177505,51,1,38,133,23.07423898,461.165023
95.80545927,54,1,51,127,21.38166209,483.969752
102.4756106,50,2,40,158,23.7029694,315.6678535
98.10743615,59,2,43,113,26.96936011,255.5196144
55.56761596,42,2,47,159,34.46116472,125.8676968
96.44306356,49,2,39,102,22.70673418,410.6054117
74.88559887,57,1,48,153,22.43710926,393.9742021
70.09341289,24,2,49,171,24.41725419,309.2077387
47.45905901,33,2,23,132,20.90178471,125.4216389
59.45860201,23,1,49,174,24.43836304,110.6202259
98.61219152,35,2,58,127,24.48284398,397.0154699
62.01636457,36,2,57,176,18.89759795,474.4793058
88.39654413,24,1,40,137,30.5569645,191.6828727
90.45970737,21,1,25,137,31.48452364,361.1776742
68.90407495,39,2,53,114,22.00936543,103.2552173
62.03207145,58,1,57,151,34.58057843,259.5409767
77.57778925,44,2,58,177,24.87972741,252.6042781
89.77107461,60,2,50,146,20.5839799,436.6601355
63.36968293,27,1,23,111,29.50712229,229.3961386
73.89560019,29,1,49,147,32.40506054,444.4520792
96.08917838,47,2,25,106,28.17738168,182.3335938
87.60274848,36,2,57,168,30.78371588,414.0294815
93.89091577,59,2,29,132,27.60448701,322.8969706
64.55694959,36,1,21,159,19.51754333,372.9567561
58.22036872,25,1,32,139,19.95537691,135.4414264
64.68349195,56,2,40,121,18.58726193,322.5235796
56.02707631,49,1,33,125,32.81361034,140.3624453
79.97882822,37,2,23,150,29.86695801,187.2908695
77.33163621,35,2,48,159,20.99193128,167.6419803
52.82801187,56,1,38,137,19.77090661,273.6487492
84.5549893,19,1,48,132,32.95574895,135.9394718
58.30878158,29,1,54,126,24.44890942,380.6832405
88.55791892,23,2,60,102,19.58614011,262.7334047
73.80492609,24,1,45,124,23.94100361,149.1698761
70.42794214,60,1,58,158,32.33698548,156.7978044
84.32861989,59,2,23,109,30.75002814,185.9323285
54.77800664,40,2,42,176,32.07759253,250.6985746
57.68647992,26,2,53,175,22.18605915,434.9279549
92.92258238,57,2,60,106,32.97754134,475.0360767
74.18250679,48,1,52,132,21.23782106,431.6294175
84.21001361,55,1,38,135,22.41412426,326.5836765
68.09440414,47,1,34,176,26.92020313,443.6092357
67.53030977,26,1,39,174,34.31000845,170.5211824
79.94786924,20,1,45,145,22.01014448,229.9273813
91.54353561,18,1,20,157,32.23806154,354.0319982
79.30391571,44,1,32,144,18.79736358,402.028129
58.62532326,35,1,50,120,27.7205049,439.2711422
77.26179437,32,2,58,101,28.0568722,484.8820859
92.46039725,43,1,27,166,27.67472322,280.2025412
72.16182832,37,2,47,164,32.35210144,124.8210911
94.26967077,41,1,38,150,29.80438159,280.065319
88.92411192,43,2,55,167,23.01047702,424.8680756
76.57411912,33,2,39,165,24.45061605,198.2228107
63.83185643,21,1,56,113,33.9425289,265.6931258
75.4032397,53,2,49,130,30.8333255,158.4902193
61.1046681,25,1,43,142,21.28634599,343.4530361
87.88988989,48,2,59,179,33.29581566,194.7017851
54.98218052,54,2,31,125,21.69882999,288.3752684
58.38794561,43,2,33,113,30.91125391,259.8420375
68.17548025,54,2,23,112,27.83495755,283.6387825
74.19205497,58,2,26,101,28.19654529,401.876739
93.49511748,31,1,60,176,23.87350333,161.7703077
54.47839479,53,1,51,167,31.12665049,453.9852741
88.91556474,27,2,37,142,21.07624143,473.1197429
89.68100224,41,2,40,112,26.05774532,452.883114
63.23851868,59,1,56,161,32.04431307,233.3755865
58.54191935,34,2,31,123,29.20041825,296.774031
75.47812012,20,1,32,101,25.42946677,440.2505199
77.32104687,44,1,59,161,26.05652946,416.5850965
66.41683749,44,1,58,134,31.86806971,113.2433897
56.05930883,31,2,53,119,34.63148137,413.4908856
97.53567869,47,2,53,174,33.7631261,243.2626189
97.63550071,60,1,34,109,27.09740387,125.8120725
61.68558378,55,1,46,110,34.0370336,120.509324
56.32897134,29,1,47,168,21.63863961,361.9117026
91.70881755,48,2,24,143,29.32016534,453.4651888
87.90121044,33,1,28,123,21.59156158,241.0587241
80.95556221,36,1,46,175,30.82604268,371.6237587
68.64606364,49,1,58,140,19.43355106,120.2586875
74.78379577,19,2,20,113,28.63461603,211.5690332
63.40660405,24,1,21,131,24.18336582,212.100314
53.28441252,52,1,47,126,32.77835736,304.6024967
78.29150672,59,2,52,178,24.2612861,202.7576629
78.61310242,36,1,59,130,19.0023448,409.5340857
69.88139845,41,1,23,143,25.95699339,223.6181911
51.65365106,28,2,37,134,34.22306506,430.3550684
85.30516165,36,1,20,138,25.26157016,420.2704776
51.87572112,44,1,57,103,27.80830381,149.6297614
101.3820027,26,2,52,115,22.86544402,407.0392255
46.44185815,54,1,34,154,24.88914628,122.175859
81.04747277,52,1,33,128,24.14010812,438.6932188
81.60616993,24,2,58,179,29.31263494,189.1245321
58.76729058,31,1,47,133,19.55389058,205.6417966
101.9288637,45,1,22,178,33.88800279,218.9452676
51.72946006,30,1,39,105,25.02860138,115.6924474
79.07745031,26,1,24,175,31.8879553,111.2424286
58.61658778,47,1,55,137,20.73061052,275.3862652
59.27714554,54,1,35,160,34.51249722,192.5014018
100.2106216,19,1,35,104,27.5353001,190.2642051
76.75243837,44,1,43,124,23.27620794,120.0377092
58.94352387,33,2,46,107,22.829192,314.7545912
90.11062593,36,1,32,125,23.5151407,403.7854978
52.91642995,44,2,48,163,27.42442235,266.6535989
65.79004498,60,2,31,146,23.41069288,139.3461872
87.563912,22,1,60,165,26.33755724,184.3349389
54.48572091,23,2,43,106,30.01028956,393.4616476
94.32965663,24,1,54,159,24.60232066,195.0488313
94.85382203,48,2,22,127,31.38494152,223.9752319
80.99303296,38,1,55,114,24.8895933,335.1512709
68.6628893,58,2,60,128,19.77461391,185.9518698
50.67097847,60,1,40,156,28.82481582,157.1553743
84.35182671,27,2,35,163,26.27487407,220.6781549
70.72356107,34,1,47,123,20.60079174,473.7248772
63.41829378,22,1,60,170,27.82377223,444.1835461
82.51560728,47,2,38,141,31.35652295,118.3385206
71.77653707,43,2,39,168,18.84468201,303.9158475
87.58412027,20,2,51,174,23.88840633,298.4747285
67.77880903,29,2,35,144,19.52996113,154.8543114
47.93227553,53,1,24,120,29.38787506,266.2612282
61.43728631,50,2,34,157,26.75234097,176.6063354
54.79963299,52,2,30,125,25.21339295,204.7385835
75.20737945,57,2,48,140,20.74883764,274.0554667
57.99588643,23,1,60,128,20.23842098,162.9388453
91.32238298,45,2,24,139,24.16195538,171.0075677
81.23225784,26,2,23,152,32.12580149,448.2965283
68.14397396,22,2,31,133,25.11755906,496.6361732
98.57045325,32,2,28,167,30.17182033,183.591511
59.62517002,26,1,34,116,19.50364747,447.5600657
88.85741378,35,1,28,158,25.94178003,157.0817649
93.20338184,26,1,45,118,28.96534582,271.5022227
91.1734723,24,2,41,150,23.60341735,260.9168232
83.11213438,32,2,50,133,29.60965936,120.4914923
76.02526318,57,2,35,178,24.11037277,187.1971607
74.63375736,19,1,57,135,23.77451041,134.0670043
100.409121,46,1,42,111,31.90825134,483.420455
93.67878248,42,1,51,143,18.54234137,213.921272
76.58395617,45,2,20,159,24.86170862,482.5556173
86.22627576,41,2,49,134,28.58901962,458.9692603
82.80363846,42,2,30,152,32.43840861,220.8203055
99.0966335,57,2,27,150,32.25019059,280.5911131
96.84465937,53,2,35,148,34.99311428,118.2113448
94.75805256,32,2,58,101,23.36273453,135.9016038
90.24362819,45,2,33,169,31.40985642,188.5042543
54.18083603,36,2,28,114,32.29936382,111.1075934
99.03106527,55,1,24,169,21.15492619,234.9849113
52.48262912,26,1,42,173,20.74861838,472.1365994
47.72208622,59,1,41,160,18.72846283,461.0078607
83.11037908,32,2,37,103,27.45571038,302.9548246
53.19944622,36,1,43,103,22.70897778,300.9901645
69.98919176,35,2,53,144,21.68560908,497.927929
90.94993267,28,1,37,106,23.01283506,347.4740588
89.4413657,47,1,57,152,31.13858078,262.7202968
89.72407471,29,1,60,112,32.0156605,215.0907995
54.36886307,42,2,52,122,19.97922144,128.1320717
89.769218,35,2,30,129,27.36300774,125.2213256
66.49783212,27,1,42,179,19.23727619,292.6493453
88.83140229,34,2,38,129,34.56161324,254.5911112
80.55648768,41,2,53,118,26.19376798,360.6188797
95.25947767,41,2,39,135,28.0833546,178.5423258
61.05276,35,1,22,176,33.03941552,480.8794249
89.45433899,28,1,48,156,30.11664333,336.6783276
94.78722629,48,1,39,161,34.58362338,294.65387
68.67013252,23,2,56,122,29.38804159,212.0248692
80.23870203,30,2,26,104,32.93030279,229.29145
75.33072392,57,2,37,138,31.15442105,407.0329152
74.22701334,29,1,52,177,34.66369976,132.8660094
50.98572085,30,2,45,150,21.41617365,427.2284457
53.7472367,52,2,31,158,30.33068217,128.9230248
61.7134416,57,2,47,165,23.15744474,137.3669354
62.95991549,31,1,54,144,31.32520604,284.862387
62.59713219,57,1,47,105,32.96886577,403.7873481
81.17201548,36,1,44,176,24.85364509,413.6924581
62.35928088,55,1,50,167,33.52461055,184.7702042
60.75182543,59,2,22,158,26.70217215,248.3805545
92.51224215,54,1,59,170,33.58117187,498.5197448
77.88338947,25,2,52,143,26.79360608,148.8696365
67.46141049,21,1,56,116,26.59042365,126.4206003
65.94504963,45,2,42,154,19.1716029,451.3785111
66.81452974,34,1,24,133,32.93762043,329.810828
100.4303893,60,1,55,117,18.91953256,217.1349417
79.5201196,41,1,29,103,22.85305311,207.6275179
66.93202797,20,1,28,142,21.54920634,233.0417921
66.0349428,48,2,47,179,19.92126422,123.72591
65.63471807,59,2,43,157,33.42479156,314.354347
92.63114444,44,1,44,146,21.4929567,303.4398397
50.33295346,26,2,58,124,27.67047993,360.8254881
57.16377141,38,2,47,104,22.1134229,321.8707902
91.897048,31,2,51,163,26.93202556,404.6053714
98.93665626,37,2,24,163,28.7671024,370.9991573
54.27748799,59,2,58,143,19.7154298,469.6132972
