Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Calories Burn
76.38530131,19,Female,34,107,25.38978365,251.9707701
61.78594622,37,Male,20,123,32.10949788,238.7262061
79.34119784,56,Male,35,168,29.58794768,459.8741664
67.66234689,26,Female,60,113,33.8115174,102.6676832
102.5939378,33,Male,48,174,23.07305917,498.4248097
51.61450441,25,Male,38,110,33.82190219,118.6470115
76.60482762,45,Female,32,120,23.75691816,353.7663063
53.50872262,47,Male,57,179,29.90304404,387.8673745
79.24879205,60,Female,25,120,21.57844021,420.7294961
83.98478795,18,Female,20,178,19.89669073,164.1325116
53.22416226,26,Male,42,167,23.53711603,102.0398982
89.73343541,52,Female,45,163,31.89347249,443.6820677
51.97820729,57,Male,40,139,21.86546878,460.7377119
57.99588643,23,Male,60,128,20.23842098,162.9388453
84.94839046,38,Female,43,165,33.23599092,416.3543749
86.50998956,31,Female,32,141,27.33853244,338.8712224
69.35608271,19,Male,54,150,33.84056617,378.4725663
58.15182169,36,Female,37,169,26.2701492,188.4527864
55.6467018,51,Male,39,146,32.63841998,424.6454668
50.25996455,22,Male,56,135,32.9499081,364.8481018
101.6892061,23,Female,35,159,19.08618588,121.7013216
90.220902,38,Female,22,105,21.34916053,233.122857
52.91642995,44,Female,48,163,27.42442235,266.6535989
95.12726219,46,Female,48,156,30.87172504,374.7160736
89.6707948,54,Male,33,138,21.742272,390.3935847
91.30017093,26,Female,56,129,28.07262927,225.2806299
77.2897451,43,Male,31,172,33.32525834,142.5532078
86.73662751,48,Female,41,179,32.93262141,383.4852152
64.81281141,38,Male,53,159,24.7726135,323.322721
97.08327035,26,Female,51,176,24.26604693,491.9093239
58.23532883,52,Male,36,136,21.66246753,470.5876562
78.81278404,50,Male,49,152,28.18930658,316.6605292
102.2511433,37,Female,32,166,18.75767932,154.3621146
72.34585928,42,Male,54,171,32.0472894,447.2728332
86.29624922,52,Male,23,133,29.32441659,424.5047208
62.16053049,53,Male,41,165,29.02076238,401.9758
88.75571394,25,Female,55,156,21.63796084,218.439501
93.8914167,22,Male,33,159,32.44479176,430.4799263
74.6552583,58,Female,21,146,34.64946984,369.2815314
87.37313722,53,Female,35,169,21.09082669,290.6361987
54.98218052,54,Female,31,125,21.69882999,288.3752684
61.7134416,57,Female,47,165,23.15744474,137.3669354
69.15793579,36,Male,47,149,20.66403175,460.6169788
74.66346139,28,Male,26,152,32.23253843,154.8599951
60.67761872,52,Female,35,132,21.77577674,409.7592216
94.28464187,31,Male,32,153,26.88681857,119.1021721
92.63005671,58,Female,30,104,27.32177516,343.1199338
54.53768847,49,Male,37,161,30.94884687,195.0322726
81.34745625,32,Male,46,155,32.398793,250.1955151
72.65921567,45,Male,50,160,28.20654557,483.5695605
94.72751555,53,Female,42,120,19.17657562,282.6603086
87.95259143,39,Female,20,178,24.65789705,464.8525488
98.57045325,32,Female,28,167,30.17182033,183.591511
62.22239164,44,Female,54,132,23.79742624,164.6719231
77.97534444,60,Male,33,124,20.09019203,328.7430989
68.04975345,42,Female,57,142,32.1324952,315.8168438
95.61246176,23,Female,50,149,23.45554184,277.8503669
75.8638592,46,Male,26,141,29.97661254,204.1603851
65.06406072,49,Male,45,167,22.30748625,233.5338726
58.51291155,54,Male,28,131,22.11996279,415.5687572
82.83936966,43,Male,40,105,26.14061947,217.4564324
85.20341615,19,Male,24,163,25.87399388,433.1940739
57.47826482,29,Male,33,145,32.98381379,247.0820312
70.55434253,31,Female,49,116,31.95409556,295.55885
58.64606242,35,Male,36,102,21.77391564,292.3510209
71.46668846,19,Male,43,150,19.60143243,447.8187079
60.35313581,29,Male,49,155,29.96730939,299.8318935
47.20933449,52,Female,46,158,21.60879559,423.1128103
79.826396,20,Female,33,109,24.69836802,202.8338617
52.48262912,26,Male,42,173,20.74861838,472.1365994
63.93670502,34,Female,23,119,21.23764136,146.7072602
82.89063802,43,Female,40,164,20.29201348,324.0535777
54.628443,40,Female,47,167,34.55015317,484.0864916
50.07759116,36,Male,38,179,29.75988148,394.7275501
69.03309199,41,Female,34,147,27.55187085,483.3110045
76.16719982,50,Male,49,148,29.64459981,231.086955
91.34656325,27,Male,20,164,28.94269268,189.9629965
65.88625103,28,Female,40,123,21.19879374,276.2034942
93.88905848,53,Male,49,125,25.22633173,195.4151925
54.60161631,44,Female,34,165,20.9525542,423.4228704
99.84345975,37,Female,48,118,22.50830759,158.1282137
101.9288637,45,Male,22,178,33.88800279,218.9452676
58.7253541,43,Male,59,108,19.09399718,344.712567
60.64784364,26,Male,51,104,32.46193126,183.7913774
72.52564026,57,Female,32,129,21.31459159,395.7273903
90.53461241,25,Male,28,179,29.89114721,245.0890883
88.10417965,24,Female,56,111,19.84536829,366.3149122
61.04424813,60,Male,52,120,32.68831345,451.5578498
61.81538551,18,Male,53,103,34.59464132,457.6313614
51.77966327,18,Female,46,167,33.55067313,366.9700625
63.68606161,37,Male,38,107,31.58904307,291.7262097
85.93020134,33,Female,46,109,33.53423947,182.0207481
65.6879795,35,Male,34,152,24.87670877,203.452186
64.76070855,18,Female,29,171,25.81101004,292.4028831
76.56901148,47,Female,57,144,29.91488189,462.3158519
83.15299584,40,Female,25,156,28.19329989,141.0364555
60.52993807,23,Female,37,144,28.3181095,190.8560694
65.67868718,49,Female,43,151,19.9556784,130.6890786
70.04772681,39,Male,22,129,21.47072607,102.2668473
50.38290803,37,Male,30,110,20.08023313,470.699238
87.19014511,60,Female,40,176,34.30996905,200.038655
70.63978492,26,Female,49,156,23.00600917,141.4859094
93.21849499,49,Female,26,134,25.87067574,285.9259742
89.12221691,52,Female,40,148,24.98788943,294.8943727
59.99614427,48,Female,49,149,28.19720363,196.6262674
70.79323875,50,Male,32,170,20.66918561,400.428286
88.6270872,60,Female,57,162,27.46819757,360.2778566
91.08466957,39,Female,33,149,20.38972138,207.3015921
67.06539134,28,Male,35,172,34.90668552,371.5195111
73.06877945,33,Female,33,119,21.39442292,225.701645
100.4420884,43,Female,33,171,23.77147207,205.9341581
89.49929066,44,Male,56,171,21.73269185,372.8505784
77.8107058,31,Male,42,117,30.53383919,200.097098
80.18789306,18,Female,54,144,32.55908847,160.9690713
87.63845035,44,Female,39,107,32.73058272,238.2123264
71.51967097,50,Female,26,153,33.02815592,472.2623743
51.10336785,59,Female,31,103,18.99072687,186.7248826
73.48216508,60,Male,44,110,25.34225333,360.4108797
81.4576435,47,Female,23,117,19.29812338,323.1310121
67.41527439,29,Female,53,134,33.05758274,373.984122
61.63224609,20,Female,29,111,27.64515999,179.3767193
93.79851035,48,Male,45,164,29.80356061,362.8638865
97.63294365,59,Female,25,115,28.18492741,208.9533031
62.15625433,30,Female,44,141,30.799359,114.6624711
98.52129854,20,Male,41,113,32.33464783,273.0494301
95.24945727,45,Male,44,161,33.1200344,435.7560312
69.31117428,41,Male,43,102,27.69257863,287.7794309
73.44254744,21,Female,48,133,29.28626793,363.3329258
72.16182832,37,Female,47,164,32.35210144,124.8210911
90.24824648,37,Female,55,119,21.48998333,347.9961564
66.77762847,58,Female,43,136,27.66865811,247.3177278
86.26539429,34,Female,21,105,29.09217471,319.0068672
68.07317445,47,Male,39,117,26.28823172,244.5728363
67.79716322,58,Female,36,117,28.76537936,305.2797631
61.37371128,50,Male,30,152,23.12931737,476.784066
82.13669085,29,Male,48,139,32.37784494,200.0830193
64.56544446,29,Male,43,156,34.5251792,444.6844805
50.35946337,48,Female,31,158,18.72840981,181.9038963
69.33333394,20,Female,52,159,21.21826783,158.2021722
88.50268982,44,Female,45,129,23.99110572,199.8412266
77.49181495,54,Male,29,160,21.49922953,344.7820762
94.86961711,38,Female,25,146,31.90864517,263.3022496
92.49700649,23,Female,52,155,20.73005249,439.7117745
88.89667114,30,Male,55,176,33.8141992,364.9946185
76.42392404,52,Male,30,131,33.85615343,498.2554866
67.49904233,41,Male,26,173,22.65926728,127.3315282
64.81364821,23,Male,39,167,34.48649265,256.274608
56.66523359,40,Male,41,173,20.26165608,113.4311512
55.98469128,44,Female,29,105,28.29870262,410.136624
69.31447707,60,Male,37,133,30.15399805,485.0860445
55.90869613,60,Male,29,112,28.78864438,137.5834754
70.76907826,21,Female,38,112,18.83625309,434.6000598
77.93567354,35,Female,38,104,20.55747304,252.2864203
89.23628078,47,Male,58,112,21.63170596,318.3628965
78.07073298,25,Male,54,105,31.01658653,312.4136138
54.70271931,19,Female,47,168,26.30130077,377.3196268
64.23689404,59,Female,37,163,33.70082051,221.2327366
51.72946006,30,Male,39,105,25.02860138,115.6924474
57.50981734,32,Female,21,102,26.04213601,485.9583442
70.78379369,40,Male,20,151,25.64099044,247.4071464
93.45299074,59,Female,53,137,21.07745659,294.9904038
80.90212572,52,Male,50,135,20.57714395,282.9175878
83.46106237,53,Male,27,146,29.18529522,150.9458336
86.42671913,26,Female,57,109,28.9706703,197.6567346
71.4136003,24,Male,59,122,34.27137956,339.8668231
95.07090075,59,Female,33,133,30.14820071,105.5006136
87.08004446,54,Male,29,175,21.53082224,135.6976354
81.14328683,22,Female,51,179,22.96047089,253.0043926
66.82212989,35,Female,50,163,29.69310643,362.3052264
77.44372053,43,Male,28,156,21.29622537,162.3240957
72.14083701,56,Female,41,153,30.03228229,469.6932621
61.90195838,25,Male,45,146,26.3244277,141.1621497
64.31887139,43,Female,38,171,23.72247273,288.3727125
63.78021811,42,Male,33,159,31.40517433,293.6651357
93.1986367,60,Male,23,141,25.72857371,261.1505112
76.18518362,47,Female,32,109,23.99356625,386.2505846
89.23677419,35,Female,59,108,27.73976442,398.8418172
59.22889208,58,Female,34,103,25.28700568,123.8325514
93.9864475,46,Male,29,134,23.23524096,302.4017194
89.2733785,49,Male,46,128,30.80663814,443.597304
76.81184939,53,Female,38,164,31.78761888,404.381214
79.5201196,41,Male,29,103,22.85305311,207.6275179
98.31631903,24,Female,31,148,24.69221723,312.2388838
80.04380652,32,Male,60,132,31.32306576,369.8809791
53.51046154,24,Male,60,178,24.12161681,327.135748
54.14440184,41,Male,52,151,34.01756731,248.5361176
71.18886659,30,Male,26,157,22.14889456,421.0811877
92.46308955,40,Female,51,177,21.96022715,382.4137967
59.11053873,25,Male,44,134,19.26590773,113.5912135
77.18832301,32,Female,33,169,28.115947,468.0831993
53.37002362,27,Male,37,173,28.49984916,356.8053054
76.03866856,19,Male,40,101,24.79420608,105.6859474
98.33896153,54,Male,21,101,25.88601988,341.8191422
60.20501634,38,Female,36,177,20.05829959,467.7786661
60.38052315,18,Male,42,116,33.8162512,386.9846871
92.37890861,27,Female,54,121,29.5027769,378.3306203
98.15100925,29,Female,24,173,33.72697995,309.8481296
88.67680964,57,Female,39,145,30.71692174,312.6650975
67.59708022,27,Male,38,163,28.82736894,155.2710119
94.89654821,29,Female,36,172,31.05204262,486.9604257
53.14876364,36,Male,43,146,30.39956929,246.5398564
64.30608465,26,Female,56,178,22.18158951,332.3911472
68.91322174,49,Male,22,157,33.19295465,297.5506098
48.20002097,21,Female,28,138,31.88617845,315.7381805
86.87532796,34,Female,20,107,24.746924,391.5971111
93.32709305,45,Female,45,173,27.14492388,178.2041593
75.19528071,45,Female,27,180,23.48668546,146.937711
63.96263926,56,Female,56,130,32.73105349,126.1210925
90.39135113,26,Female,52,163,26.99414581,221.7049665
92.93072623,45,Male,27,176,30.83885995,293.3272949
77.15104281,58,Female,40,152,21.35497061,441.7832961
64.01777876,29,Female,50,156,23.35864717,336.9180557
73.12196827,48,Male,47,124,33.11321105,420.3832652
71.48626511,22,Female,25,102,23.65464963,190.3255236
76.03214605,39,Male,44,111,30.64594763,446.9897784
81.57185851,57,Female,43,169,29.97871541,176.0152056
70.20379551,21,Female,44,117,24.45878989,491.479648
96.36376419,55,Female,45,124,27.81334811,321.1034493
95.01491198,44,Female,49,133,26.91326228,184.0239397
93.12630188,55,Female,43,100,30.31221526,234.815832
52.72125001,30,Female,60,166,20.54036481,188.8109096
78.61310242,36,Male,59,130,19.0023448,409.5340857
86.5692331,50,Male,23,135,23.90724163,212.016407
85.13962652,26,Male,44,105,23.83064866,286.6775038
92.90389115,52,Female,37,141,23.10423473,410.990607
80.93289715,40,Female,47,149,21.03708471,379.1483854
82.2311653,59,Female,54,119,22.92916622,105.3846245
55.5680401,42,Female,35,148,20.06381379,458.8880881
92.78231333,48,Female,36,150,28.33976282,261.2529234
97.36896072,35,Female,28,158,34.56511678,376.5526493
54.52581928,23,Female,20,102,25.79063814,427.4699332
68.09979414,59,Male,59,167,25.15321842,149.0607431
53.82303744,19,Male,21,178,23.72146954,261.2450959
88.04480068,40,Female,47,125,23.67226821,372.3081067
86.58468232,29,Male,23,137,24.93561004,237.6189713
80.31677735,35,Male,30,139,24.30970229,253.8585648
70.17655025,43,Female,32,127,29.22330404,371.3964896
89.99851689,43,Female,54,118,24.89526987,283.4472034
87.81995532,55,Female,26,179,25.79638256,341.8952361
72.69334681,59,Male,47,119,21.40269149,296.4392173
93.95167448,31,Male,28,122,24.99446449,170.0596764
50.38570573,47,Male,32,149,25.41240432,347.6299577
96.8998287,48,Male,50,117,29.7250233,378.9778258
82.36895683,55,Male,45,100,32.95995836,140.1950353
80.19809831,38,Female,20,142,33.67636977,203.6853705
66.80471842,57,Male,37,171,29.52403581,328.6495472
47.34492417,24,Male,33,155,26.73821793,224.1029896
95.17099128,32,Male,22,178,20.2870286,282.2510047
95.20542494,57,Male,24,124,27.88839318,415.7631086
101.7096735,52,Male,45,124,22.24872931,270.9748143
46.9708587,46,Male,55,162,22.61868419,133.3429861
87.56306886,29,Female,26,100,21.06494387,496.5347499
79.27657729,42,Male,31,129,30.5228411,421.7743341
84.98670078,46,Male,28,171,26.16170484,214.5279991
86.68525553,20,Female,40,123,33.65633532,404.1931974
88.85741378,35,Male,28,158,25.94178003,157.0817649
72.41222923,54,Female,50,119,22.1859908,296.9068842
50.98955974,53,Female,42,140,21.34932158,126.1119268
82.71091065,45,Male,52,118,25.3750906,488.7017015
58.37158506,53,Female,51,160,33.80090541,289.817649
83.89118617,34,Female,48,165,26.04922306,179.9592493
90.73371745,38,Female,55,150,24.12677886,343.0040866
59.82161483,59,Male,25,169,33.42305528,101.9456791
94.32819881,26,Male,59,138,28.50715327,122.7541083
76.2590882,51,Female,43,113,31.55517924,359.5107596
80.59659152,60,Female,41,169,34.71933604,479.7226901
62.10914216,44,Male,47,104,32.68324104,264.1588838
77.67140395,43,Female,50,167,32.26424453,465.5977867
62.26845357,27,Female,23,104,22.51498621,246.0202278
97.37406569,21,Female,51,134,34.0111318,180.7492713
65.80457841,55,Male,29,108,27.99533169,267.3769996
86.7953898,42,Female,56,145,28.97385066,235.9513724
84.4285092,54,Female,26,162,27.87158975,166.4834985
88.43255009,40,Male,44,167,32.2979395,454.6685624
82.79792302,31,Male,38,161,24.10626989,390.2524286
81.60616993,24,Female,58,179,29.31263494,189.1245321
66.49279815,46,Male,50,167,25.9403312,499.2445316
50.29156537,52,Female,50,130,34.85814576,226.7238738
74.87186334,28,Female,47,161,19.56935746,460.9888802
98.95344842,57,Male,23,120,25.35427391,426.8229159
97.04468685,37,Female,31,129,26.30162922,246.0374158
66.25734267,37,Female,38,110,22.11113718,471.9837407
53.588927,50,Male,43,176,26.12733276,324.1113081
83.164439,19,Female,28,129,34.5236267,260.1806305
91.12633361,20,Female,42,109,28.05306786,268.6559592
58.93537177,24,Female,56,106,31.50683582,484.7971393
89.5883034,38,Female,27,140,23.55364788,156.0813973
84.5549893,19,Male,48,132,32.95574895,135.9394718
81.77252516,47,Female,21,126,32.82435786,180.6460187
89.19636444,35,Male,37,166,32.56545696,402.8856762
78.21680949,38,Male,56,147,34.72511272,424.8608163
72.916145,44,Female,50,130,21.59533754,162.9401304
72.26385897,33,Male,34,143,32.1681362,470.2849771
64.59133354,20,Male,37,167,25.90007822,452.1031708
96.04531807,18,Male,43,177,34.82835151,459.9240829
48.58804338,45,Female,37,154,28.12016498,271.0046608
64.67101433,58,Male,50,127,26.38898643,218.9904081
88.30367625,58,Male,35,138,26.36235842,219.3226974
68.8667778,46,Female,30,137,31.13083923,453.6371968
100.6249955,32,Male,30,175,18.86226359,441.7176246
80.8435253,25,Male,50,118,31.97932413,122.8322138
99.3865628,42,Male,47,163,32.3384424,412.8366881
67.56047185,29,Male,37,152,28.42374148,365.7543517
65.44598618,42,Male,58,180,23.96049695,384.0510022
67.85742535,22,Male,36,108,21.25349935,495.3646605
74.97965509,27,Male,30,147,31.29680538,198.8628631
80.12802837,33,Female,42,140,27.69683683,320.1171847
63.18705503,48,Female,30,119,24.68437643,185.078303
89.62485354,37,Female,56,122,29.05552582,240.6765304
88.17009162,47,Female,30,137,31.96601322,264.8340334
68.05686926,47,Female,32,114,29.77147209,273.6583974
49.47102489,24,Male,25,113,27.604746,212.808226
74.04164741,40,Female,37,128,19.60346448,200.0477121
88.82178333,18,Female,34,108,32.43529617,376.7657411
96.50821979,52,Male,47,128,26.85908468,132.950937
90.34259806,48,Male,42,159,21.34186083,483.3325132
66.22566804,26,Female,24,136,21.00487314,136.0594544
64.38638292,34,Female,26,158,34.50563981,192.0501081
63.36968293,27,Male,23,111,29.50712229,229.3961386
49.37851687,30,Female,54,169,33.25737327,181.5485547
92.43360565,52,Male,37,167,33.52527055,145.215194
79.82720402,28,Female,31,157,21.77174362,316.0366931
59.71752819,30,Male,28,103,26.39472248,233.5024908
81.0567149,43,Female,60,104,26.37504757,455.5647499
78.32378327,20,Female,42,117,25.72177201,304.8592557
63.81789245,36,Female,47,108,26.35857899,136.082259
88.13212988,53,Female,34,144,32.04431954,100.640541
76.79031291,55,Female,47,163,32.52169398,476.314961
49.36278024,42,Female,21,104,28.19205119,107.7812764
64.53209747,50,Male,36,157,29.66423868,161.2751282
62.95991549,31,Male,54,144,31.32520604,284.862387
84.50160501,24,Male,39,100,24.08121928,155.9238308
71.60605765,23,Male,25,140,31.82561441,290.6342623
84.55886443,33,Male,57,123,30.23613779,218.0486855
80.35438797,21,Female,33,172,22.52752152,384.2900691
76.54170053,56,Female,29,143,27.55497745,151.9028056
78.62363525,52,Male,52,172,21.65583392,127.9066818
73.43541192,45,Female,25,157,28.2562298,373.1221957
83.5349812,27,Male,49,121,20.89492358,418.0429805
95.8389663,57,Female,54,156,21.9382647,438.7918899
95.25152339,18,Male,30,109,23.75118802,220.9869606
100.4845428,34,Female,20,166,24.93618775,275.7359378
80.9314012,19,Male,34,134,25.19767693,373.4662703
62.86007961,47,Female,33,154,29.85171733,349.8406933
91.35867672,46,Female,28,150,18.74261399,299.456152
81.16764878,26,Male,21,128,23.74767541,473.6423932
77.57563619,37,Male,48,154,19.51826259,149.3234367
51.17641475,32,Female,37,168,19.43018046,119.4725546
66.41683749,44,Male,58,134,31.86806971,113.2433897
82.68876556,22,Male,38,112,27.30914452,428.8005421
94.13809575,39,Female,43,110,25.79325781,201.0952302
82.90158118,24,Female,20,161,26.13172891,258.1601101
83.8879216,59,Male,44,172,32.73609505,119.7815623
56.52439319,36,Male,24,103,32.48561206,221.4891477
72.94929275,19,Female,33,105,22.79244181,308.560274
58.45960042,38,Female,53,127,24.07204533,378.0638908
47.78371722,56,Male,29,154,33.34098271,108.9923938
76.23634834,26,Female,45,148,22.59260236,282.8562195
62.79263139,36,Male,38,174,24.40774232,260.4723187
65.11182158,37,Female,47,172,31.45598271,336.9607152
68.95964842,38,Male,52,144,22.55630243,101.3383322
56.8438026,35,Male,29,173,22.64089749,496.8469969
77.25093016,59,Female,20,161,32.11525424,289.1034986
50.23243002,46,Male,36,158,32.92045344,214.3929161
77.2466548,36,Male,36,129,25.35510739,466.7225232
92.79470902,36,Male,43,136,27.63380046,498.4577708
78.80074319,36,Male,48,176,24.89631692,286.0712716
58.11073368,51,Female,44,106,28.98253196,403.5327113
97.63550071,60,Male,34,109,27.09740387,125.8120725
93.17778628,18,Male,30,110,20.33105241,106.8609422
86.29292044,52,Female,32,120,24.3826668,396.4904006
70.98893771,18,Male,26,122,28.75401143,203.2871279
65.7363641,22,Female,45,148,19.59751666,342.9874671
98.44433831,47,Female,60,127,22.95170953,402.0750883
95.57288733,25,Male,29,174,23.00350687,131.5460192
83.66405641,19,Female,55,175,19.49576172,488.9969371
94.13294472,41,Male,56,176,27.7697699,417.1951568
81.29137195,55,Male,56,107,29.26123386,406.3145746
52.36189201,25,Female,40,139,27.57549452,414.3056969
59.6529611,27,Female,39,115,29.62935578,453.3057317
56.05930883,31,Female,53,119,34.63148137,413.4908856
77.09497157,27,Female,24,154,25.74891157,259.846049
64.88928279,39,Male,53,103,30.39390712,426.9735908
99.02785879,54,Male,27,112,34.78842208,306.359743
68.98980012,38,Male,37,146,31.19644227,487.7338401
94.78132231,57,Female,56,122,34.13315506,106.9069792
72.78707091,42,Female,32,103,20.49513839,164.2644045
77.79422032,39,Male,21,139,26.70784503,277.2572948
69.0894311,45,Male,58,147,18.69076776,338.6593868
96.93232669,52,Female,24,163,29.2672848,176.3188783
61.31741449,55,Female,46,106,20.33263631,140.9952287
80.65394447,43,Male,58,140,32.83048208,111.2892031
87.60988557,56,Male,42,124,28.87377521,330.4566099
71.09861285,21,Male,28,120,29.59623822,358.3236552
91.76199621,53,Male,47,175,32.80446577,223.9818966
102.9929649,18,Female,51,177,32.99530886,222.274779
74.53645217,24,Male,23,110,21.69213114,489.7061081
87.62871408,46,Male,43,167,29.38411175,156.6749654
55.2505794,59,Male,37,162,34.09751447,227.1652651
56.88739213,55,Female,39,130,24.40349732,124.1567429
87.8228222,40,Male,60,167,18.78637867,211.1735859
60.02479412,27,Male,25,165,20.17870434,485.7271123
57.36440585,22,Female,48,137,20.50124438,423.6812838
55.43165362,52,Male,30,141,25.06323956,200.6749022
93.25382295,24,Female,27,134,26.89418506,321.6973036
56.06812817,19,Male,47,161,21.18429504,173.8278392
92.51224215,54,Male,59,170,33.58117187,498.5197448
83.96336911,33,Female,33,127,34.15453449,167.2148937
94.00071902,18,Female,25,149,29.24147397,300.926652
74.02610075,37,Male,53,166,23.64035674,131.955134
96.4338872,50,Female,36,178,24.54884642,295.1513244
98.47277797,45,Male,47,145,26.42176351,138.6452044
81.97339628,48,Male,55,108,24.49965752,165.3267975
80.79226936,45,Male,44,113,20.08889509,274.7784474
48.77115882,52,Male,32,167,18.93364294,230.8210666
79.97882822,37,Female,23,150,29.86695801,187.2908695
67.77907437,28,Male,33,140,32.45666921,443.5633539
99.33268977,40,Male,51,115,30.42707313,117.0662201
49.16857796,39,Female,55,139,30.32574042,156.5221355
66.48749619,39,Male,55,135,33.81989074,279.7019456
90.99579389,31,Male,32,126,20.1713009,439.9784185
53.36747226,59,Female,57,162,26.61867143,366.5420036
55.96927494,46,Female,27,166,19.11939826,282.508893
89.45433899,28,Male,48,156,30.11664333,336.6783276
73.96643211,26,Female,55,170,31.34959323,464.9698375
61.84476296,38,Female,55,111,25.92536132,236.1757955
77.5093117,38,Male,43,157,23.80479668,286.6327091
75.33957928,21,Male,25,151,21.20862949,198.2736314
60.54549292,28,Male,47,174,34.52402187,283.5204593
